author,abstract,title,cited,year,location,linkpdf
Thanaruk Theeramunkong,"Abstract As combination of information extraction and relation analysis, constructing a comprehensive summary from multiple documents is a challenging task. Towards summarization of multiple news articles related to a specific event, an ideal summary should …",Inclusion-based and exclusion-based approaches in graph-based multiple news summarization,4,2011,,
Thanaruk Theeramunkong,"Abstract Automatic text classification of web texts in Asian languages is a challenging task. For text classification of Thai web pages, it is necessary to cope with a problem called word segmentation since the language has no explicit word boundary delimiter. While a set of …",Text classification for Thai medicinal web pages,5,2007,,
Thanaruk Theeramunkong,Spelling recognition provides alternative input method for computer systems as well as enhances a speech recognizer to cope with incorrectly recognized words and out-of-vocabulary words. This paper presents a general framework of Thai speech recognition …,Thai spelling recognition using a continuous speech corpus,4,2005,../papers2/ICT/Thanaruk Theeramunkong/C04-1076.pdf,https://aclanthology.info/pdf/C/C04/C04-1076.pdf
Thanaruk Theeramunkong,This paper presents a method for inducing a context-sensitive conditional probability context-free grammar from an unlabeled bracketed corpus using local contextual information and describes a natural language parsing model which uses a probabilitybased scoring function …,Grammar acquisition and statistical parsing by exploiting Local Contextual Information,4,1998,../papers2/ICT/Thanaruk Theeramunkong/_pdf,https://www.jstage.jst.go.jp/article/jnlp1994/5/3/5_3_107/_pdf
Thanaruk Theeramunkong,"Abstract Spelling recognition is an approach to enhance a speech recognizer to cope with incorrectly recognized words and out-of-vocabulary words. This paper presents a general framework for Thai speech recognition, enhanced with spelling recognition. To implement …",Speed compensation for improving Thai spelling recognition with a continuous speech corpus,4,2004,../papers2/ICT/Thanaruk Theeramunkong/978-3-540-30179-0_9.pdf,https://link.springer.com/content/pdf/10.1007/978-3-540-30179-0_9.pdf
Thanaruk Theeramunkong,"Automated or semi-automated annotation is a practical solution for large-scale corpus construction. However, the special characteristics of Thai language, such as lack of word-boundary and sentence-boundary markers, trigger several issues in automatic corpus …",Multi-stage automatic NE and POS annotation using pattern-based and statistical-based techniques for Thai corpus construction,4,2013,../papers2/ICT/Thanaruk Theeramunkong/_pdf,https://www.jstage.jst.go.jp/article/transinf/E96.D/10/E96.D_2245/_pdf
Thanaruk Theeramunkong,"Abstract While multi-label classification can be widely applied for problems where multiple classes can be assigned to an object, its effectiveness may be sacrificed due to curse of dimensionality in the feature space and sparseness of dimensionality in the label space. As …",Multi-label classification using dependent and independent dual space reduction,4,2013,../papers2/ICT/Thanaruk Theeramunkong/Thanaruk Theeramunkong_6333E6.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.959.6380&rep=rep1&type=pdf
Thanaruk Theeramunkong,"Abstract A large amount of textual information on the Web is very useful information resource. In the past, traditional text mining research treated a text document as a single piece of information. However, some Web documents are long and heterogeneous in their …",Passage-Based Web Text Mining,4,2000,../papers2/ICT/Thanaruk Theeramunkong/Thanaruk Theeramunkong_F374A2.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.59.4957&rep=rep1&type=pdf
Thanaruk Theeramunkong,"To add more value on YouTube, a popular portal of social media clips, it is worth recognizing automatically the mood of a media clip using the comments given to such clip. This paper presents a method to classify emotion of a Thai media clip on YouTube using the …",Classifying emotion in Thai youtube comments,4,2015,,
Thanaruk Theeramunkong,"Abstract Named entity recognition in inherent-vowel alphabetic languages such as Burmese, Khmer, Lao, Tamil, Telugu, Bali, and Thai, is difficult since there are no explicit boundaries among words or sentences. This paper presents a novel method to exploit the …",Simultaneous character-cluster-based word segmentation and named entity recognition in Thai language,4,2011,,
Thanaruk Theeramunkong,"Abstract Due to lack of a word/phrase/sentence boundary, summarization of Thai multiple documents has several challenges in unit segmentation, unit selection, duplication elimination, and evaluation dataset construction. In this article, we introduce Thai …",An edu-based approach for thai multi-document summarization and its application,2,2015,,
Thanaruk Theeramunkong,"Abstract A large amount of textual information on the Web is very useful information resource. In the past, traditional text mining research treated a text document as a single piece of information. However, some Web documents are long and heterogeneous in their …",Passage-based Web text mining (poster session),3,2000,,
Thanaruk Theeramunkong,Abstract This paper presents a corpus-based approach for automatic unknown word recognition in Thai. This approach applies an ensemble learning technique to generate a model for classifying unknown word candidates using features obtained from a corpus. We …,A corpus-based approach for automatic thai unknown word recognition using ensemble learning techniques,2,2009,../papers2/ICT/Thanaruk Theeramunkong/A-Corpus-Based-Approach-for-Automatic-Thai-Unknown-Word-Recognition-using-Ensemble-Learning-Techniques.pdf,https://www.researchgate.net/profile/Jakkrit_Techo/publication/220895560_A_Corpus-Based_Approach_for_Automatic_Thai_Unknown_Word_Recognition_using_Ensemble_Learning_Techniques/links/53d06dcf0cf2f7e53cfb7a99/A-Corpus-Based-Approach-for-Automatic-Thai-Unknown-Word-Recognition-using-Ensemble-Learning-Techniques.pdf
Thanaruk Theeramunkong,"The success rate of delivering services in tourism business depends on the successful collaboration with suitable supply chain partners. It makes partner evaluation process critically very important, yet there is currently no available unified evaluation framework in …",A linguistic partner evaluation model in tourism supply chain networks,2,2016,,
Thanaruk Theeramunkong,Growth of microblogging “Twitter” is dramatic among online users in Thailand. Communication on Twitter is very lively and up-to-date since users Users often express their feelings and sentiments in Twitter posts related to current topics or new growing topic. While …,Solving unbalanced data for Thai sentiment analysis,2,2013,,
Thanaruk Theeramunkong,"Based on sliding-window rule application and extraction filtering, we present a framework for extracting multi-slot frames describing chemical reactions from Thai free text with unknown target-phrase boundaries. A supervised rule learning algorithm is employed for automatic …",Extracting chemical reactions from Thai text for semantics-based information retrieval,2,2011,../papers2/ICT/Thanaruk Theeramunkong/_pdf,https://www.jstage.jst.go.jp/article/transinf/E94.D/3/E94.D_3_479/_pdf
Thanaruk Theeramunkong,"Extracting named entities (NEs) and their relations is more difficult in Thai than in other languages due to several Thai specific characteristics, including no explicit boundaries for words, phrases and sentences; few case markers and modifier clues; high ambiguity in …",Discovery of predicate-oriented relations among named entities extracted from thai texts,2,2012,../papers2/ICT/Thanaruk Theeramunkong/_pdf,https://www.jstage.jst.go.jp/article/transinf/E95.D/7/E95.D_1932/_pdf
Thanaruk Theeramunkong,"Abstract Multi-label classification has been applied to several applications since it can assign multiple class labels to an object. However, its effectiveness might be sacrificed due to high-dimensionality problem in both feature space and label space. To address these …",A comparative study on single and dual space reduction in multi-label classification,2,2016,../papers2/ICT/Thanaruk Theeramunkong/paper69.pdf,http://da.xmachina.gr/Proceedings/KICSS2013/files/papers/paper69.pdf
Thanaruk Theeramunkong,"Abstract Using sliding-window rule application and extraction filtering techniques, we propose a framework for extracting semantic frames from Thai textual phrases with unknown boundaries based on patterns of triggering terms. A supervised rule learning algorithm is …",Information extraction from Thai text with unknown phrase boundaries,2,2009,,
Thanaruk Theeramunkong,"Abstract Relation extraction among named entities is one of the most important tasks in information extraction. This paper presents a feature-based approach for extracting relations among named entities from Thai news documents. In this approach, shallow linguistic …",A feature-based approach for relation extraction from Thai news documents,1,2009,../papers2/ICT/Thanaruk Theeramunkong/Thanaruk Theeramunkong_25405D.pdf,http://www.academia.edu/download/39893041/Intelligence_and_Security_Informatics_In20151111-16379-5b2zq9.pdf#page=157
Thanaruk Theeramunkong,"In this paper, we discussed a new scheme of forming and weighing a term called a distance-based bigram. In this scheme, the distance between two words is considered for a new term and a new weighting. This new scheme is applied to the vector formation in the process of …",Improving the retrieval performance by using distance-based bigram,1,2009,../papers2/ICT/Thanaruk Theeramunkong/0deec5227a07ed5aa7000000.pdf,https://www.researchgate.net/profile/Thanaruk_Theeramunkong/publication/224545095_Improving_the_retrieval_performance_by_using_distance-based_bigram/links/0deec5227a07ed5aa7000000.pdf
Thanaruk Theeramunkong,"In order to support decision making, text classification is an important tool. Recently, in addition to term frequency and inverse document frequency, term distributions have been shown to be useful to improve classification accuracy in multi-class classification. This paper …",Effects of term distributions on binary classification,2,2007,,
Thanaruk Theeramunkong,Abstract Discovering aliases in Thai sports news is a challenging task. This paper presents an approach to identifying aliases by analyzing co-occurrence relationships between named entities. Semantically similar names are computed using two vector methods–Latent …,The vector space models for finding co-occurrence names as aliases in Thai sports news,1,2010,,
Thanaruk Theeramunkong,"Range of motion (ROM) is one of the commonly used objective methods for clinical assessments of movement and function of the musculoskeletal system. Traditionally, it is difficult to ensure that change in ROM over a period of time can actually reflect a real change …",Constraints of accelerometer-based range of motion estimation,1,2012,,
Thanaruk Theeramunkong,"Abstract A generalization of n-gram term modeling, namely sn, k-gram, has been recently proposed by allowing k-term skipping in the n-gram representation. This paper presents a so-called multi-modal sn, k-gram similarity which combines multiple similarity vectors resulting …",#NAME?,1,2010,,
Thanaruk Theeramunkong,Abstract A boosting-based ensemble learning can be used to improve classification accuracy by using multiple classification models constructing to cope with errors obtained from preceding steps. This paper presents an application of the boosting-based ensemble …,Boosting-based ensemble learning with penalty setting profiles for automatic Thai unknown word recognition,1,2010,../papers2/ICT/Thanaruk Theeramunkong/Boosting-Based-Ensemble-Learning-with-Penalty-Setting-Profiles-for-Automatic-Thai-Unknown-Word-Recognition.pdf,https://www.researchgate.net/profile/Jakkrit_Techo/publication/220906512_Boosting-Based_Ensemble_Learning_with_Penalty_Setting_Profiles_for_Automatic_Thai_Unknown_Word_Recognition/links/53d06e060cf2f7e53cfb7a9c/Boosting-Based-Ensemble-Learning-with-Penalty-Setting-Profiles-for-Automatic-Thai-Unknown-Word-Recognition.pdf
Thanaruk Theeramunkong,"Abstract This work focuses on how to extract a verbal unit, which is a group of words to express an action or state of being. A verbal unit is a basic and fundamental element of a clause or a sentence. In this work, we define three layers of verbal units including verbal …",A statistical and rule-based method for chunking verbal units in thai texts,1,2012,../papers2/ICT/Thanaruk Theeramunkong/34058,https://www.tci-thaijo.org/index.php/SciTechAsia/article/download/41185/34058
Thanaruk Theeramunkong,Abstract Spelling speech recognition can be applied for several purposes including enhancement of speech recognition systems and implementation of name retrieval systems. This paper presents a Thai spelling analysis to develop a Thai spelling speech recognizer …,Thai spelling analysis for automatic spelling speech recognition,1,2008,../papers2/ICT/Thanaruk Theeramunkong/Pisarn_ThaiSpellingAnalysis.pdf,http://www-gth.die.upm.es/research/documentation/referencias/Pisarn_ThaiSpellingAnalysis.pdf
Thanaruk Theeramunkong,"Abstract Due to the limitations of language-processing tools for the Thai language, pattern-based information extraction from Thai documents requires supplementary techniques. Based on sliding-window rule application and extraction filtering, we present a framework for …",Extracting semantic frames from Thai medical-symptom phrases with unknown boundaries,1,2008,,
Thanaruk Theeramunkong,"Abstract Spelling recognition can enhance a speech recognizer to cope with incorrectly recognized words and out-of-vocabulary words. To implement Thai spelling recognition, Thai alphabets and their spelling methods are analyzed. We propose a method to construct …",Exploiting a Continuous Speech Corpus for Thai Spelling Recognition,1,2004,../papers2/ICT/Thanaruk Theeramunkong/Thanaruk Theeramunkong_B0F973.pdf,http://www.academia.edu/download/30605934/abou-assaleh_dcsi04_proceedings.pdf#page=45
Thanaruk Theeramunkong,"Abstract In abstraction-based summarization, term weighting and unit selection plays an important role to affect summary quality. Towards implementation of Thai news summarization, we propose unit segmentation using Thai elementary discourse units …",Effect of weighting factors and unit-selection factors on text summarization,1,2014,,
Thanaruk Theeramunkong,"Abstract Finding a kernel mapping function is a key step towards construction of a high-performanced SVM-based classifier. While some recent methods exploited an evolutional approach to construct a suitable multifunction kernel, most of them searched randomly and …",A Family-Based Evolutional Approach for Kernel Tree Selection in SVMs,1,2009,,
Thanaruk Theeramunkong,Abstract Text readability is typically defined in terms of “grade level”; the expected educational level of the reader at which the text is directed. Mechanisms for measuring readability in English documents are well established; however this is not in case in many …,Content-Based Readability Assessment: A Study Using A Syllabic Alphabetic Language (Thai),1,2014,,
Thanaruk Theeramunkong,"Abstract Multi-label classification has been increasingly recognized since it can classify objects into multiple classes, simultaneously. However, its effectiveness might be sacrificed due to high dimensionality problem in feature space and sparseness problem in label …",A Two-Stage Dual Space Reduction Framework for Multi-label Classification,1,2013,../papers2/ICT/Thanaruk Theeramunkong/ff4655e981137e96d0c215b34eb7cfe511e3.pdf,https://pdfs.semanticscholar.org/3a4f/ff4655e981137e96d0c215b34eb7cfe511e3.pdf
Thanaruk Theeramunkong,"This work proposes a new method for learning a contextsensitive conditional probability context-free grammar from an unlabeled bracketed corpus based on clustering analysis, and introduces a natural language parsing model which uses a probability-based scoring …",Statistical parsing with a grammar acquired from a bracketed corpus based on clustering analysis,1,1997,../papers2/ICT/Thanaruk Theeramunkong/0deec5227a08105a18000000.pdf,https://www.researchgate.net/profile/Thanaruk_Theeramunkong/publication/2852922_Statistical_Parsing_with_a_Grammar_Acquired_from_a_Bracketed_Corpus_Based_on_Clustering_Analysis/links/0deec5227a08105a18000000.pdf
Thanaruk Theeramunkong,"Abstract Trie, a well-known searching algorithm, is a basic and important part of various computer applications such as information retrieval, natural language processing, database system, compiler, and computer network. Although a merit of trie structure is its searching …",A Structure-Shared Trie Compression Method,1,2001,../papers2/ICT/Thanaruk Theeramunkong/Y01-1012,http://www.aclweb.org/anthology/Y01-1012
Thanaruk Theeramunkong,"Abstract The fact that a natural language system cannot tackle with a sentence'which is not suitable with its database; its current grammar and its current dictionary, inspired some researches on the ill-formed input analysis problem. However, there is a trend that it is time …",Analysing Ill-formed Input with Parallel Chart-based Techniques,1,1993,../papers2/ICT/Thanaruk Theeramunkong/70.pdf,http://www.cl.cs.titech.ac.jp/_media/publication/70.pdf
Banlue Srisuchinwong,Abstract A new chaotic attractor is presented with only five terms in three simple differential equations having fewer terms and simpler than those of existing seven-term or six-term chaotic attractors. Basic dynamical properties of the new attractor are demonstrated in terms …,A new five-term simple chaotic attractor,58,2009,,
Banlue Srisuchinwong,High frequency implementation of Sprott's chaotic oscillators based on current-feedback op amps (CFOAs) is proposed. A Sprott's jerk function and four different types of nonlinear components are implemented using the attractively high-frequency features of the CFOAs …,High frequency implementation of Sprott's chaotic oscillators using current-feedback op amps,8,2007,,
Banlue Srisuchinwong,"A new chaotic circuit is practically realized, for the first time, using a Lambert W-function. The circuit consists of three main parts. The first part employs a well-known Wilson current mirror, whereas the second part is a simple resistor at the two connected emitters of the current …",Realization of a Lambert W-function for a chaotic circuit,8,2013,../papers2/ICT/Banlue Srisuchinwong/00b7d5273aeffaa19a000000.pdf,https://www.researchgate.net/profile/Banlue_Srisuchinwong/publication/257248920_Realization_of_a_Lambert_W-Function_for_a_Chaotic_Circuit/links/00b7d5273aeffaa19a000000.pdf
Banlue Srisuchinwong,"Ciphers are applied to provide security for communications and data storage systems. A new, cellular automata-based, symmetric cipher and its architecture are described. Using 16 bit words through non-autonomous cellular automata (CA), the cipher can provide data rates …",A symmetric cipher using autonomous and non-autonomous cellular automata,7,1995,,
Banlue Srisuchinwong,"In this paper, a low-power low-mismatch low-glitch class AB I/sup st/-generation switched-current memory cell is presented. The technique is relatively simple based on a I/sup st/-generation SI memory cell. The power supply is/spl plusmn/1 V. The average low power …",A low-power low-mismatch low-glitch class ab first-generation switched-current memory cell and its applications,7,2004,../papers2/ICT/Banlue Srisuchinwong/5782410a08ae01f736e8e384.pdf,https://www.researchgate.net/profile/Wimol_San-Um/publication/4136528_A_low-power_low-mismatch_low-glitch_class_AB_first-generation_switched-current_memory_cell_and_its_applications/links/5782410a08ae01f736e8e384.pdf
Banlue Srisuchinwong,"Abstract—A new chaotic system is presented using a single parameter for a two-scroll attractor with high complexity, high chaoticity and widely chaotic range. The system employs two quadratic nonlinearities and two piecewiselinear nonlinearities. The high chaoticity is …",Highly Complex Chaotic System with Piecewise Linear Nonlinearity and Compound Structures.,6,2012,../papers2/ICT/Banlue Srisuchinwong/jcp0704-32.pdf,http://www.jcomputers.us/vol7/jcp0704-32.pdf
Banlue Srisuchinwong,"Abstract A low-power, high-frequency, sinusoidal quadrature oscillator is presented through the use of only current mirrors where the small-signal paths are realized through all NMOS transistors. The technique is relatively simple based on (i) inherent time constant of current …","A low-power, high-frequency, all-NMOS all-current-mirror sinusoidal quadrature oscillator",6,2004,,
Banlue Srisuchinwong,"Abstract A one-parameter highly chaotic attractor is presented and its application to a dual-channel, single-attractor, private communication system is demonstrated based on self-synchronization and chaotic masking techniques. Only a single attractor is required for a …","A highly chaotic attractor for a dual-channel single-attractor, private communication system",6,2011,../papers2/ICT/Banlue Srisuchinwong/A-Highly-Chaotic-Attractor-for-a-Dual-Channel-Single-Attractor-Private-Communication-System.pdf,https://www.researchgate.net/profile/Banlue_Srisuchinwong/publication/228901215_A_Highly_Chaotic_Attractor_for_a_Dual-Channel_Single-Attractor_Private_Communication_System/links/00b4952cf7f4258733000000/A-Highly-Chaotic-Attractor-for-a-Dual-Channel-Single-Attractor-Private-Communication-System.pdf
Banlue Srisuchinwong,"A heart-sound-like chaotic attractor is presented with some basic properties in terms of equilibria, eigenvalues of the Jacobian matrices, a dissipative system or an existence of the attractor and Lyapunov exponents. In the time domain, the appearance of the proposed …",A heart-sound-like chaotic attractor and its synchronization,5,2009,,
Banlue Srisuchinwong,"Abstract A 10.7-MHz fully balanced, high-Q, wide-dynamic-range current-tunable bandpass filter is presented. The technique is relatively simple based on three fully balanced components, ie an adder, a low-Q-based bandpass filter and a differential amplifier. The …","A 10.7-MHz fully balanced, high-Q, 107-dB-dynamic-range current-tunable bandpass filter",4,2007,,
Banlue Srisuchinwong,"Six new chaotic attractors in a solely-single-coefficient jerk model are presented with new coefficients and new arctangent nonlinearity. In addition, compound structures of such new attractors are demonstrated through the use of a half-image operation using a control …",Compound structures of six new chaotic attractors in a solely-single-coefficient jerk model with arctangent nonlinearity,4,2010,,
Banlue Srisuchinwong,A high-frequency low-power sinusoidal quadrature oscillator is presented through a new technique using only CMOS current mirrors. The technique is relatively simple based on (1) internal capacitances of CMOS current mirrors and (2) a resistor of a CMOS current mirror for …,A high-frequency low-power sinusoidal quadrature oscillator using only CMOS current mirrors,3,2003,,
Banlue Srisuchinwong,"Five new chaotic attractors in a modified Sprott's jerk model are presented based on five new sets of a single coefficient and arcsine nonlinearity. In particular, compound structures of such chaotic attractors are demonstrated through the use of a half-image operation using …",(x) in a modified Sprott's jerk model,2,2010,,
Banlue Srisuchinwong,A low-power high-frequency sinusoidal quadrature oscillator is presented through a new RC technique using only CMOS current mirrors. The technique is relatively simple based on (1) internal capacitances of CMOS current mirrors and (2) a resistor of a CMOS current mirror for …,A low-power high-frequency CMOS current-mirror sinusoidal quadrature oscillator,2,2004,../papers2/ICT/Banlue Srisuchinwong/0deec52786ae1cfd21000000.pdf,https://www.researchgate.net/profile/Banlue_Srisuchinwong/publication/257255412_A_Low-Power_High-Frequency_CMOS_Current-Mirror_Sinusoidal_Quadrature_Oscillator/links/0deec52786ae1cfd21000000.pdf
Banlue Srisuchinwong,A 2 V-700 MHz capacitorless current-tunable phase shifter using current mirrors is presented through the use of MOS internal capacitances. The frequency f/sub o/where the magnitude and phase shift of the transfer function are approximately 0 dB and-90/spl …,A 2 V-700 MHz current-tunable phase shifter using MOS internal capacitances,2,2000,,
Banlue Srisuchinwong,ABSTRACT–An integrable current-tunable sinusoidal quadrature oscillator is presented. A current-tunable all-pass filter is used as the frequency-selective network. The implementation is fullybalanced so as to enable accurate quadrature signals with symmetry …,A current-tunable sinusoidal quadrature oscillator using signal-differencing all-pass filters,2,1999,../papers2/ICT/Banlue Srisuchinwong/10438353.pdf,http://www.thaiscience.info/Journals/Article/NETC/10438353.pdf
Banlue Srisuchinwong,"Two new chaotic attractors in a commonly-distributed-coefficient jerk model are proposed with new coefficients and new nonlinearity. The latter is based on arcsine and arc-hyperbolic sine nonlinearity. In particular, compound structures of both attractors are demonstrated …",Compound Structures of new chaotic attractors in a commonly-distributed-coefficient jerk model with arcsine and arc-hyperbolic sine nonlinearity,2,2010,,
Banlue Srisuchinwong,"A new chaotic delay differential equation (DDE) with complex multiple-scroll attractors is presented. The DDE employs a newly designed piecewise-linear nonlinear function with small delay time and simple parameter setting, and suggests simple electronic circuit …",A simple multi-scroll chaotic delay differential equation,1,2011,../papers2/ICT/Banlue Srisuchinwong/A-simple-multi-scroll-chaotic-delay-differential-equation.pdf,https://www.researchgate.net/profile/Wimol_San-Um/publication/252016228_A_simple_multi-scroll_chaotic_delay_differential_equation/links/57823f8508ae5f367d3b57f4/A-simple-multi-scroll-chaotic-delay-differential-equation.pdf
Banlue Srisuchinwong,Abstract A 2V CMOS capacitorless current-tunable all-pass filter using current mirrors is presented through the use of the MOS internal capacitances. The frequency fo where the magnitude and phase shift of the transfer function are approximately 0 dB and-90o …,A 2V CMOS capacitorless current-tunable all-pass filter using current mirrors,1,2001,../papers2/ICT/Banlue Srisuchinwong/34587,https://www.tci-thaijo.org/index.php/SciTechAsia/article/download/41882/34587
Banlue Srisuchinwong,"A uniform-coefficient chaotic jerk model based on a nonlinearity of arcsinh (Bx) is presented where either a uniform coefficient A or a parameter B can be a control parameter for bifurcations in either negative or positive directions, respectively. A bifurcation in the positive …",Opposite bifurcations in a uniform-coefficient chaotic jerk model based on a nonlinearity of arcsinh (Bx),1,2011,,
Banlue Srisuchinwong,Abstract-Improved implementation of Sprott's chaotic oscillators based on current-feedback op amps (CFOAs) is proposed. A Sprott's jerk function and four different types of nonlinear components are implemented using the attractively high-frequency features of the CFOAs …,Improved implementation of Sprott's chaotic oscillators based on current-feedback op-amps,1,2007,../papers2/ICT/Banlue Srisuchinwong/Improved-Implementation-of-Sprotts-Chaotic-Oscillators-Based-on-Current-Feedback-Op-Amps.pdf,https://www.researchgate.net/profile/Banlue_Srisuchinwong/publication/237475444_Improved_Implementation_of_Sprott%27s_Chaotic_Oscillators_Based_on_Current-Feedback_Op_Amps/links/02e7e52743d5257a60000000/Improved-Implementation-of-Sprotts-Chaotic-Oscillators-Based-on-Current-Feedback-Op-Amps.pdf
Banlue Srisuchinwong,Abstract Chaos in a fractional-order jerk model using hyperbolic tangent nonlinearity is presented. A fractional integrator in the model is approximated by linear transfer function approximation in the frequency domain. Resulting chaotic attractors are demonstrated with …,Chaos in a Fractional-Order Jerk Model using Tanh Nonlinearity,1,2010,../papers2/ICT/Banlue Srisuchinwong/Chaos_in_a_Fractional-Order_Jerk_Model_U20160618-20323-12a6a8s.pdf,http://www.academia.edu/download/46603778/Chaos_in_a_Fractional-Order_Jerk_Model_U20160618-20323-12a6a8s.pdf
Banlue Srisuchinwong,"A new integrable fully-balanced wide-frequency current-tunable all-pass filter is presented. The architecture of the circuit is relatively simple and provides symmetry with differential signals. The corner frequency is linearly tunable, through a bias current, over a wide …",A fully-balanced wide-frequency current-tunable all-pass filter,2,1997,,
Bunyarit Uyyanonvara,Abstract Retinal vessel segmentation algorithms are a fundamental component of automatic retinal disease screening systems. This work examines the blood vessel segmentation methodologies in two dimensional retinal images acquired from a fundus camera and a …,,472,2012,,https://onlinemedicalimages.com/images/medical/publications/8.%20Blood%20vessel%20segmentation%20methodologies.pdf
Bunyarit Uyyanonvara,Abstract Diabetic retinopathy is a complication of diabetes that is caused by changes in the blood vessels of the retina. The symptoms can blur or distort the patient's vision and are a main cause of blindness. Exudates are one of the primary signs of diabetic retinopathy …,Blood vessel segmentation methodologies in retinal images–a survey,325,2008,../papers2/ICT/Bunyarit Uyyanonvara/68dbf095e2ebc741b489b17c6c72e22fcaef.pdf,https://pdfs.semanticscholar.org/b28e/68dbf095e2ebc741b489b17c6c72e22fcaef.pdf
Bunyarit Uyyanonvara,This paper presents a new supervised method for segmentation of blood vessels in retinal photographs. This method uses an ensemble system of bagged and boosted decision trees and utilizes a feature vector based on the orientation analysis of gradient vector field …,Automatic detection of diabetic retinopathy exudates from non-dilated retinal images using mathematical morphology methods,219,2012,../papers2/ICT/Bunyarit Uyyanonvara/vessel_ensemble.pdf,https://researchweb.iiit.ac.in/~gaurav.mittal/file/vessel_ensemble.pdf
Bunyarit Uyyanonvara,Exudates are the primary sign of Diabetic Retinopathy. Early detection can potentially reduce the risk of blindness. An automatic method to detect exudates from low-contrast digital images of retinopathy patients with non-dilated pupils using a Fuzzy C-Means (FCM) …,An ensemble classification-based approach applied to retinal blood vessel segmentation,192,2009,../papers2/ICT/Bunyarit Uyyanonvara/htm,http://www.mdpi.com/1424-8220/9/3/2148/htm
Bunyarit Uyyanonvara,"Abstract The change in morphology, diameter, branching pattern or tortuosity of retinal blood vessels is an important indicator of various clinical disorders of the eye and the body. This paper reports an automated method for segmentation of blood vessels in retinal images. A …",Automatic exudate detection from non-dilated diabetic retinopathy retinal images using fuzzy c-means clustering,168,2012,../papers2/ICT/Bunyarit Uyyanonvara/cc0c2e40490d1b988a7cdd72a468e85ecd5b.pdf,https://pdfs.semanticscholar.org/c556/cc0c2e40490d1b988a7cdd72a468e85ecd5b.pdf
Bunyarit Uyyanonvara,purpose. To describe a software program developed to provide an objective assessment of the amount of posterior capsular opacification (PCO) in high-resolution digital images of the posterior capsule after cataract surgery. methods. Images are analyzed by a set protocol of …,An approach to localize the retinal blood vessels using bit planes and centerline detection,93,2000,,http://arvojournals.org/article.aspx?articleid=2162748
Bunyarit Uyyanonvara,"Exudates are among the preliminary signs of diabetic retinopathy, a major cause of vision loss in diabetic patients. Early detection of exudates could improve patients' chances to avoid blindness. In this paper, we present a series of experiments on feature selection and …",Quantification of posterior capsular opacification in digital images after cataract surgery,87,2010,../papers2/ICT/Bunyarit Uyyanonvara/Bunyarit Uyyanonvara_E6E7C7.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.863.1725&rep=rep1&type=pdf
Bunyarit Uyyanonvara,"Abstract—Diabetic retinopathy is a major cause of vision loss for diabetic patients, but early detection of its symptoms and treatment can prevent blindness. Exudate is a key indicator of diabetic retinopathy that can potentially be automatically quantified. In this paper, which …",Machine learning approach to automatic exudate detection in retinal images from diabetic patients,72,2008,,https://cs.ait.ac.th/~mdailey/papers/Sopharak-ExudateFeatures.pdf
Bunyarit Uyyanonvara,"Abstract Microaneurysms detection is an important task in computer aided diagnosis of diabetic retinopathy. Microaneurysms are the first clinical sign of diabetic retinopathy, a major cause of vision loss in diabetic patients. Early microaneurysm detection can help …",Automatic exudate detection with a naive Bayes classifier,61,2013,../papers2/ICT/Bunyarit Uyyanonvara/8a6c9233390ec5be22d05aa997b1b7c51b9d.pdf,https://pdfs.semanticscholar.org/2c5a/8a6c9233390ec5be22d05aa997b1b7c51b9d.pdf
Bunyarit Uyyanonvara,"Abstract This paper describes a simple but effective hierarchically divisive colormap design technique for color image quantization. By sorting colors based on their components along the principal axis, the one with the highest variance of color distribution, the Euclidean …",Simple hybrid method for fine microaneurysm detection from non-dilated diabetic retinopathy retinal images,48,2004,../papers2/ICT/Bunyarit Uyyanonvara/Bunyarit Uyyanonvara_F95095.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.95.3981&rep=rep1&type=pdf
Bunyarit Uyyanonvara,"Abstract In this paper, we propose a new adaptive approach of color quantization. It can significantly reduce the time consumption during the process compared with available methods but still maintains a good quality (greater than 30 dB of PSNR). It is implemented as …",Novel fast color reduction algorithm for time-constrained applications,46,2005,../papers2/ICT/Bunyarit Uyyanonvara/2005%20-%20J%20of%20Visual%20Commun%20and%20Image%20Representation.pdf,http://www2.siit.tu.ac.th/bunyarit/publications/2005%20-%20J%20of%20Visual%20Commun%20and%20Image%20Representation.pdf
Bunyarit Uyyanonvara,ABSTRACT Exudates are the primary signs of diabetic retinopathy which are mainly cause of blindness and could be prevented with an early screening process. Pupil dilation is required in the normal screening process but this affects patients' vision. This paper …,Automatic exudates detection from diabetic retinopathy retinal image using fuzzy c-means and morphological methods,41,2007,../papers2/ICT/Bunyarit Uyyanonvara/e1bec4453e0211c5367bb6034ea8643f6820.pdf,https://pdfs.semanticscholar.org/fbad/e1bec4453e0211c5367bb6034ea8643f6820.pdf
