author,abstract,title,cited,year,location,linkpdf
Amorn Pimanmas,"Since the deformation must be taken into consideration to provide the proper performance in normal service of the structures, the recent design of reinforced concrete member deals not only with strength but also with deformation. As a matter of fact, the member that is satisfied …",Proposed model of shear deformation of reinforced concrete beam after diagonal cracking,10,2003,../papers2/CET/Amorn Pimanmas/_pdf,https://www.jstage.jst.go.jp/article/jscej1984/2003/725/2003_725_305/_pdf
Amorn Pimanmas,"The tsunami that hit the Andaman beach of Thailand on 26 December 2004 demonstrated the need for safe evacuation shelter for the public. However, there exists no guideline for designing such a shelter. In response to this need, the Department of Public Works and …",Structural design guideline for tsunami evacuation shelter,9,2010,,
Amorn Pimanmas,"Abstract This paper presents an experimental study on shear strengthening of Reinforced Concrete (RC) deep beams with openings using externally bonded Sprayed Glass Fiber Reinforced Polymer (SGFRP) composites. Based on the experimental results, reinforced …",Shear strengthening of RC deep beams with openings using Sprayed Glass Fiber Reinforced Polymer Composites (SGFRP): Part 1. Experimental study,7,2015,,
Amorn Pimanmas,The effect of loading path on the behavior of RC members is investigated. The shear capacity of RC members under coupled axial tension-shear is discussed. Three main effects of axial tension are (1) early yielding of main bar due to initial stress;(2) axial tensile stress …,Cyclic response of non-seismically detailed interior RC beam–column connection with varying column tributary area,7,2007,,
Amorn Pimanmas,"An artificial crack device (ACD) is recently proposed to control crack localization. Behaviors of ACD-embedded beams, especially failure path formation and crack sequence, are complicated, due to the local shear anisotropy at ACD interface. Finite element analysis is …",Shear failure of RC members subjected to pre-cracks and combined axial tension and shear,6,2001,../papers2/CET/Amorn Pimanmas/_pdf,https://www.jstage.jst.go.jp/article/jscej1984/2001/690/2001_690_159/_pdf
Amorn Pimanmas,"Abstract This paper presents the test of a beam-column joint with and without bond between concrete and longitudinal bar in the joint. The specimens are half-scale, typical of substandard acfual beam-column joint of mid-rise reinforced concrete frame buildings …",Numerical simulation of failure path formation and crack sequence in RC with full and local shear anisotropy,6,2001,../papers2/CET/Amorn Pimanmas/_pdf,https://www.jstage.jst.go.jp/article/jscej1984/2001/683/2001_683_157/_pdf
Amorn Pimanmas,"The aim of this paper is to investigate the influence of pre-existing cracks on the behavior of reinforced concrete beams in shear. Such pre-cracking is sometime inevitable in real RC members exposed to severe environments. An experimental program is implemented, and …",Comparative performance of a substandard beam-column joint with and without initial bond between beam bars and concrete in the joint core,5,2007,../papers2/CET/Amorn Pimanmas/34314,https://www.tci-thaijo.org/index.php/SciTechAsia/article/download/41526/34314
Amorn Pimanmas,"This paper presents an experimental study on externally bonded sprayed fibre reinforced polymers (shortly as SFRP) RC deep beams to investigate the efficiency of SFRP in shear strengthening. Based on the experimental results, reinforced concrete deep beams …",Influence of precracking on reinforced concrete behavior in shear,6,2001,../papers2/CET/Amorn Pimanmas/CLI-38-0207.pdf,http://library.jsce.or.jp/jsce/open/00670/No38/CLI-38-0207.pdf
Amorn Pimanmas,Abstract This paper presents the results of an experimental study on the compressive behavior of circular and noncircular concrete columns confined by polyethylene terephthalate (PET) fiber-reinforced polymer (FRP). The main objective of this study is to …,Seismic performance of post–tensioned interior flat slab–column connections,5,2004,../papers2/CET/Amorn Pimanmas/Amorn Pimanmas_22DDBF.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.611.7977&rep=rep1&type=pdf
Amorn Pimanmas,The seismic performance of a non-seismically detailed reinforced concrete (RC) beam–column joint with column pinned and fixed at the base is experimentally investigated in this paper. Six half-scale RC beam–column specimens were tested to study the effect of …,"Compressive behavior of PET FRP–confined circular, square, and rectangular concrete columns",4,2016,,
Amorn Pimanmas,"Abstract This paper presents a test of non-seismically detailed reinforced concrete beam-column connections under reversed cyclic load. The tested specimens represented those of the actual mid-rise reinforced concrete frame buildings, designed according to the non …",The effect of long-term creep and prestressing on moment redistribution of balanced cantilever cast-in-place segmental bridge,4,2007,../papers2/CET/Amorn Pimanmas/19Pimanmas_205-216.pdf,http://rdo.psu.ac.th/sjstweb/journal/29-1/19Pimanmas_205-216.pdf
Amorn Pimanmas,Abstract This paper presents the strengthening technique for interior reinforced concrete beam-column joint based on joint expansion concept. The beam-column joint is expanded two-dimensionally by cast-in-situ concrete around the corners of the joint. Experiment has …,Cyclic Performance of Beam-Column Joints with Extended Column Fixed at Base: Part I-Experimental Investigation,4,2012,../papers2/CET/Amorn Pimanmas/Amorn Pimanmas_CADD1F.pdf,https://ir.canterbury.ac.nz/bitstream/handle/10092/7737/12642877_2012_MCR_cyclic%20beam%20column%20tests%20with%20extended%20columns%20fixed%20at%20base.pdf?sequence=1
Amorn Pimanmas,The effect of pre-cracking on the behavior and failure mode of reinforced concrete beams damaged by pre-cracking is experimentally studied in this paper. The control beam was designed to fail in ductile flexural yielding under four-point bending and in brittle shear …,Cyclic behavior of non-seismically designed interior reinforced concrete beam-column connections.,3,2008,../papers2/CET/Amorn Pimanmas/10617671.pdf,http://www.thaiscience.info/journals/Article/SONG/10617671.pdf
Amorn Pimanmas,ABSTRACT: This paper presents a nonlinear finite element analysis of non-seismically detailed reinforced concrete (RC) beam-column connections under reversed cyclic load. The test of half-scale nonductile reinforced concrete beam-column joints was conducted …,Cyclic shear resistance of expanded beam-column joint,3,2011,,
Amorn Pimanmas,"Abstract. This paper presents a tri-uniform bond stress model for predicting the lap splice strength of reinforcing bar at the critical bond splitting failure. The proposed bond distribution model consists of three zones, namely, splitting zone, post-splitting zone and yielding zone …",Response of lap splice of reinforcing bars confined by FRP wrapping: modeling approach,3,2011,../papers2/CET/Amorn Pimanmas/sem3701006.pdf,http://www.techno-press.com/samplejournal/pdf/sem3701006.pdf
Amorn Pimanmas,"Abstract This paper presents the finite element analysis conducted on SFRP strengthened reinforced concrete (RC) deep beams. The analysis variables included SFRP material (glass and carbon), SFRP thickness (3 mm and 5 mm), SFRP configuration and strength of …",Shear strengthening of RC deep beams with sprayed fiber-reinforced polymer composites (SFRP): part 2 finite element analysis,3,2015,../papers2/CET/Amorn Pimanmas/Amorn Pimanmas_D704B3.pdf,http://www.scielo.br/scielo.php?pid=S1679-78252015000701266&script=sci_arttext
Amorn Pimanmas,Abstract. This paper presents a nonlinear analysis of reinforced concrete column with lap splice confined by FRP wrapping in the critical hinging zone. The steel stress-slip model derived from the triuniform bond stress model presented in the companion paper is included …,Response of lap splice of reinforcing bars confined by FRP wrapping: application to nonlinear analysis of RC column,3,2011,../papers2/CET/Amorn Pimanmas/Response-of-lap-splice-of-reinforcing-bars-confined-by-FRP-wrapping-Application-to-nonlinear-analysis-of-RC-column.pdf,https://www.researchgate.net/profile/Thai_Dam/publication/263362543_Response_of_lap_splice_of_reinforcing_bars_confined_by_FRP_wrapping_Application_to_nonlinear_analysis_of_RC_column/links/58e305bfa6fdcc385931ed6c/Response-of-lap-splice-of-reinforcing-bars-confined-by-FRP-wrapping-Application-to-nonlinear-analysis-of-RC-column.pdf
Amorn Pimanmas,"Abstract In this paper, the cyclic response of non-ductile reinforced concrete (RC) columns is analytically investigated using a finite element (FE) software. The specimens selected, represent the typical long, medium and short non-ductile RC columns that are mostly found …",FINITE ELEMENT MODELING OF NON-DUCTILE REINFORCED CONCRETE COLUMNS,1,2015,../papers2/CET/Amorn Pimanmas/68842,https://www.tci-thaijo.org/index.php/eit-researchjournal/article/download/87037/68842
